function_name,axis,complexity,run_index,model,n_iterations,stopped_because,final_mutation_score,final_mutants_total,final_mutants_killed,final_tests_generated,final_tests_kept,research_category,total_tokens_in,total_tokens_out,total_seconds,error
linkedList1,stateful,textbook,0,gpt-4o-mini,3,plateau,41.78082191780822,146,61,21,7,data structure,7854,4259,518.3179361000002,
